frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
484,13,[0.0 370.6260070800781 391.1351318359375 895.3582763671875],[63.92362976074219 728.9456176757812 258.92596435546875 802.2861328125],0.7189271450042725,RJOZCESTZJL,0.19828841604745642
485,13,[0.8578605651855469 364.2296447753906 357.970458984375 899.052978515625],[24.085647583007812 728.567138671875 219.42466735839844 802.0651245117188],0.6739498972892761,RJCZCE614U,0.21221264157778014
486,13,[2.009937286376953 365.2786560058594 320.4810791015625 900.381591796875],[3.684041976928711 730.370849609375 176.6699981689453 801.6849365234375],0.6770049929618835,{JSZCESIAJ,0.012408821250729219
529,14,[0.13238525390625 326.2416687011719 364.9695739746094 884.6143798828125],[54.10987854003906 580.1470947265625 233.89532470703125 651.3743896484375],0.5323546528816223,NFTIDAZQ,0.02994383723580596
576,20,[444.0275573730469 498.3555908203125 979.14453125 983.5609130859375],[623.108642578125 793.9619750976562 793.97216796875 863.7145385742188],0.697262167930603,MPO9HLL9L',0.20599267105182484
578,20,[400.1619873046875 478.1529235839844 952.288330078125 984.7012939453125],[585.8644409179688 785.555908203125 763.650146484375 859.2724609375],0.6947959065437317,MPO9WLL9L,0.5495499640870489
579,20,[387.67529296875 468.13714599609375 949.826904296875 987.57275390625],[575.0205688476562 786.0230712890625 758.7913818359375 856.86181640625],0.6840659976005554,MPO9NLL9L,0.3024201922805832
580,20,[378.21441650390625 457.68402099609375 944.403076171875 991.1790161132812],[569.0355224609375 785.4080200195312 756.6121215820312 858.8523559570312],0.6943745017051697,MPO9WLL9L,0.2403621941259307
581,20,[373.263427734375 454.2052001953125 950.4671630859375 996.1666259765625],[566.2703247070312 786.2719116210938 754.3240966796875 859.5210571289062],0.6894802451133728,NPO9WLL9L,0.3655388755317208
582,20,[362.95074462890625 442.919677734375 957.1435546875 992.057861328125],[563.625244140625 784.7451782226562 758.2779541015625 860.2904663085938],0.6847982406616211,MPO9KLL9L1,0.33348080612063336
583,20,[357.75274658203125 434.8385925292969 987.6685180664062 997.625244140625],[563.4765014648438 781.96142578125 761.2969970703125 858.4390869140625],0.6991727948188782,MPO9KLLIL,0.49326837858505695
584,20,[353.0888671875 429.5386962890625 979.12890625 994.4696044921875],[565.458251953125 783.3198852539062 764.0147705078125 859.0453491210938],0.708048939704895,MPO9KLLJL,0.5503336752812771
585,20,[352.412841796875 425.2385559082031 996.6239013671875 999.830078125],[568.2442016601562 784.7807006835938 774.6209106445312 861.4282836914062],0.7060471177101135,APO9KLL9L,0.5418425998222778
586,20,[347.4584045410156 416.8764953613281 1002.2492065429688 1001.6336669921875],[569.8280639648438 786.7244873046875 780.2616577148438 865.9088134765625],0.7277487516403198,MPO9KLL9L",0.5268446425876736
588,20,[344.98309326171875 407.62591552734375 1010.562255859375 1012.3427734375],[577.3121337890625 795.0825805664062 801.392578125 874.5858764648438],0.716428279876709,MPO9KLL9L-,0.8083460531266827
589,20,[343.8219909667969 398.3341369628906 1015.019287109375 1015.11962890625],[579.6260986328125 793.6346435546875 811.5972900390625 878.8218994140625],0.7091497182846069,MPO9KLL9L1,0.8072997504762895
590,20,[344.1314392089844 396.31805419921875 1019.326171875 1022.9710693359375],[590.311279296875 797.56103515625 818.172119140625 882.543701171875],0.7268921732902527,MPO9KLL9L1,0.6234562676265555
591,20,[344.4394226074219 392.62152099609375 1036.022705078125 1028.447998046875],[597.0743408203125 802.2951049804688 830.6936645507812 888.3021240234375],0.7326153516769409,MPO9KLL9L1,0.39965663119214184
592,20,[346.2828369140625 385.9415588378906 1054.4385986328125 1034.46142578125],[604.1282958984375 805.1915283203125 846.4510498046875 898.0252685546875],0.767247200012207,MPO9KLLIL,0.5828750542969887
593,20,[348.94134521484375 384.34295654296875 1068.38232421875 1036.40380859375],[613.96337890625 809.9136962890625 864.0346069335938 905.5245361328125],0.7465872168540955,APO9KLL9LT,0.31556273679289326
594,20,[354.1720275878906 377.6466064453125 1077.04833984375 1048.208740234375],[622.5572509765625 818.8604736328125 877.9166259765625 913.4212646484375],0.7174644470214844,MPO9KLLIL,0.5251674921398328
595,20,[361.7839050292969 373.9397277832031 1079.8773193359375 1054.4688720703125],[642.5138549804688 828.4077758789062 898.56884765625 920.8324584960938],0.7223058938980103,HPO9HLG9L,0.3000928804829373
596,20,[367.66552734375 371.4750671386719 1080.0 1072.9749755859375],[657.7679443359375 836.2408447265625 920.5662231445312 932.8857421875],0.712030827999115,MPO9KLL9LI,0.3751503407638046
597,20,[379.5163879394531 366.8025817871094 1080.0 1083.56201171875],[676.5496826171875 846.7412109375 947.1417236328125 946.720458984375],0.744143009185791,APOJWLL9LT,0.1496623738954169
598,20,[388.8052978515625 370.1699523925781 1080.0 1095.1163330078125],[696.3272094726562 856.22216796875 971.9067993164062 961.7525634765625],0.7425103783607483,MPO9KL49L1,0.06620590288126472
599,20,[397.70526123046875 368.92877197265625 1080.0 1103.495849609375],[722.2041015625 869.8402099609375 1000.397705078125 980.135498046875],0.7649368643760681,NPO9HLZ9L1,0.4667322717179333
600,20,[408.84185791015625 365.7114562988281 1080.0 1121.399658203125],[741.9472045898438 877.6444702148438 1034.762939453125 992.3519897460938],0.7528155446052551,MPO9KLL9L1,0.7167877725282858
601,20,[424.38299560546875 365.0921630859375 1080.0 1128.9501953125],[772.9176635742188 890.9456176757812 1057.77197265625 1009.3231201171875],0.751334011554718,NPOINLL9L1,0.12775503581682554
603,20,[455.173828125 367.2549133300781 1080.0 1150.3076171875],[835.7847290039062 926.1121215820312 1075.79931640625 1033.529052734375],0.7307727336883545,MP96L-9,,0.07343826794996806
