frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
519,7,[278.873291015625 401.4895935058594 1058.25244140625 862.575927734375],[423.1505126953125 601.1114501953125 568.3599243164062 668.0950927734375],0.6112391948699951,Invalid plate structure,0.18078910729737155
520,7,[278.873291015625 401.4895935058594 1058.25244140625 862.575927734375],[388.859619140625 601.77734375 532.0235595703125 663.9476318359375],0.6309465765953064,Invalid plate structure,0.08271545281289748
521,7,[278.873291015625 401.4895935058594 1058.25244140625 862.575927734375],[354.5766906738281 600.9534912109375 497.23773193359375 667.764892578125],0.6073024868965149,Invalid plate structure,0.23896332337747614
522,7,[278.873291015625 401.4895935058594 1058.25244140625 862.575927734375],[315.7237548828125 598.457275390625 470.9244384765625 671.72998046875],0.5822446942329407,Invalid plate structure,0.25871516446125054
523,7,[278.873291015625 401.4895935058594 1058.25244140625 862.575927734375],[280.43084716796875 601.0234375 434.45458984375 670.6868896484375],0.6325235962867737,Invalid plate structure,0.1287885613762825
524,14,[2.2562713623046875 351.03863525390625 517.3234252929688 909.7872314453125],[244.2890167236328 597.093505859375 398.6873474121094 666.5904541015625],0.6001845002174377,Invalid plate structure,0.18169903647458022
524,12,[500.37396240234375 418.640625 1078.3048095703125 852.4244384765625],[961.8826904296875 724.17138671875 1062.920654296875 775.7293701171875],0.48093241453170776,Invalid plate structure,0.09129726654816439
525,7,[278.873291015625 401.4895935058594 1058.25244140625 862.575927734375],[941.906005859375 717.63623046875 1052.107666015625 776.067626953125],0.6537465453147888,Invalid plate structure,0.12641220689086577
525,14,[2.4009246826171875 342.6977233886719 486.14483642578125 885.186767578125],[207.28871154785156 590.74169921875 373.53564453125 660.2634887695312],0.5870664715766907,Invalid plate structure,0.25716299098260775
526,7,[278.873291015625 401.4895935058594 1058.25244140625 862.575927734375],[919.318359375 715.241943359375 1030.95947265625 770.9510498046875],0.6530904173851013,Invalid plate structure,0.18239691592048526
526,14,[1.873809814453125 337.1510009765625 453.6415100097656 885.3294067382812],[170.2163543701172 589.8562622070312 334.66229248046875 656.5054931640625],0.6290592551231384,Invalid plate structure,0.32028823729741135
527,14,[1.5933380126953125 334.2543029785156 424.78338623046875 885.7534790039062],[134.79689025878906 589.1018676757812 302.68780517578125 656.8570556640625],0.6665799021720886,Invalid plate structure,0.31517086813665895
527,7,[278.873291015625 401.4895935058594 1058.25244140625 862.575927734375],[900.393310546875 718.0408935546875 1004.5224609375 773.2838134765625],0.6557206511497498,Invalid plate structure,0.30551336084685016
528,7,[278.873291015625 401.4895935058594 1058.25244140625 862.575927734375],[876.8690185546875 720.2645263671875 982.3253173828125 774.29541015625],0.6913929581642151,Invalid plate structure,0.13478290531054704
528,14,[2.9723968505859375 329.390625 393.10430908203125 885.3400268554688],[95.50314331054688 583.282470703125 266.48577880859375 651.478271484375],0.6447638869285583,Invalid plate structure,0.42134802548171474
529,7,[278.873291015625 401.4895935058594 1058.25244140625 862.575927734375],[854.4993896484375 711.0975341796875 961.628173828125 770.1004638671875],0.6767761707305908,Invalid plate structure,0.08798923585460952
529,14,[0.13238525390625 326.2416687011719 364.9695739746094 884.6143798828125],[54.10987854003906 580.1470947265625 233.89532470703125 651.3743896484375],0.5323546528816223,Invalid plate structure,0.5235953574194605
530,7,[317.1784973144531 435.7753601074219 1011.1483154296875 875.1951904296875],[831.568359375 711.93212890625 940.7296142578125 769.662109375],0.6752060055732727,Invalid plate structure,0.23034916802663855
530,14,[2.4937591552734375 322.3080139160156 328.65093994140625 886.84228515625],[12.8734130859375 576.9605712890625 195.1764678955078 650.240478515625],0.5808840394020081,Invalid plate structure,0.3231261845520758
531,7,[275.67279052734375 433.31744384765625 988.3020629882812 875.8280029296875],[800.3470458984375 710.46142578125 919.2037353515625 772.9052734375],0.6531065702438354,Invalid plate structure,0.12899219529983996
532,7,[241.93304443359375 429.5946350097656 956.8247680664062 875.536376953125],[773.8101196289062 711.9871215820312 886.7391357421875 772.0081787109375],0.6973167061805725,Invalid plate structure,0.19790691852645215
532,14,[1.9897384643554688 321.5823669433594 250.55690002441406 886.9590454101562],[3.0622215270996094 579.24169921875 113.08096313476562 642.5531616210938],0.5919017791748047,Invalid plate structure,0.5149311841796598
533,7,[198.1063232421875 425.5450744628906 932.0675048828125 875.6441650390625],[740.8423461914062 714.1376953125 860.4834594726562 770.5538330078125],0.662501871585846,Invalid plate structure,0.46338932104179287
534,7,[158.19607543945312 425.5615539550781 908.3926391601562 878.956787109375],[713.3916625976562 715.718994140625 833.376708984375 770.4838256835938],0.6853510737419128,Invalid plate structure,0.6403460035197264
535,7,[117.0000228881836 423.60662841796875 878.8943481445312 878.6995849609375],[677.3840942382812 713.329345703125 805.2919921875 772.098388671875],0.6627828478813171,Invalid plate structure,0.13321919913127167
536,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[644.255859375 715.318603515625 768.7058715820312 775.1641845703125],0.6529867053031921,Invalid plate structure,0.15299046804556501
537,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[613.42236328125 713.6610717773438 740.7647094726562 774.0917358398438],0.7178239226341248,Invalid plate structure,0.3015138046982895
538,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[580.6082763671875 711.9906005859375 709.2431640625 774.4253540039062],0.6782967448234558,Invalid plate structure,0.5026149416325212
539,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[539.179443359375 713.6041259765625 671.310546875 775.532958984375],0.7145618796348572,Invalid plate structure,0.3302472911424676
540,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[505.9715881347656 711.5159912109375 643.255859375 776.1926879882812],0.6815686821937561,Invalid plate structure,0.005970447465705713
541,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[468.4858703613281 710.4889526367188 611.8394775390625 775.031982421875],0.6819514036178589,Invalid plate structure,0.06813297119091566
542,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[432.029052734375 712.4501953125 574.3548583984375 777.3297729492188],0.7014480829238892,Invalid plate structure,0.041617688915034014
543,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[392.388427734375 712.14697265625 542.93115234375 781.3822631835938],0.6681253910064697,Invalid plate structure,0.2439692119896728
544,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[356.902587890625 715.9593505859375 506.1098327636719 783.244140625],0.6855040788650513,Invalid plate structure,0.2881775622678475
545,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[308.694091796875 714.8091430664062 470.67724609375 785.9146728515625],0.6549533605575562,Invalid plate structure,0.26651340031068926
546,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[266.4890441894531 715.6478271484375 435.1630554199219 786.9306640625],0.6576653122901917,Invalid plate structure,0.07848284573062443
547,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[224.54470825195312 720.5382080078125 386.424072265625 788.2098999023438],0.6385381817817688,Invalid plate structure,0.08226609474479965
548,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[172.06846618652344 720.0159912109375 341.57305908203125 789.574462890625],0.649052619934082,Invalid plate structure,0.09340969191372672
549,7,[75.46536254882812 421.60784912109375 852.7100830078125 880.1103515625],[133.96994018554688 726.2144165039062 305.12322998046875 799.3815307617188],0.6741716265678406,Invalid plate structure,0.034799142794471896
550,14,[0.17334365844726562 403.6249694824219 371.36309814453125 890.0249633789062],[73.16000366210938 732.5909423828125 267.27752685546875 801.3829345703125],0.5520574450492859,Invalid plate structure,0.4318472698092105
551,14,[2.622699737548828 413.9290466308594 324.015380859375 898.2255859375],[21.825851440429688 731.015625 221.19081115722656 804.775634765625],0.5583258271217346,Invalid plate structure,0.14735886454582214
552,14,[2.5946731567382812 423.57861328125 264.1448059082031 906.619140625],[4.4452056884765625 743.0596923828125 145.18556213378906 808.002197265625],0.41750550270080566,Invalid plate structure,0.2803250019196959
569,20,[755.57958984375 580.3016967773438 1080.0 987.7366333007812],[919.7713623046875 841.6704711914062 1076.193603515625 916.2211303710938],0.5883556604385376,Invalid plate structure,0.02839941531419754
570,20,[693.7742919921875 568.3456420898438 1080.0 987.662109375],[855.520751953125 835.6199951171875 1018.2330322265625 908.37060546875],0.6757339239120483,Invalid plate structure,0.27614052267654926
571,20,[641.2161865234375 553.646484375 1080.0 980.8436279296875],[809.437255859375 825.331298828125 970.623291015625 900.2899169921875],0.7175091505050659,Invalid plate structure,0.2809439924115318
572,20,[592.9631958007812 545.73583984375 1080.0 1015.3994750976562],[761.2174072265625 817.4188232421875 926.8287963867188 893.334716796875],0.6837282776832581,Invalid plate structure,0.33383849263191223
573,20,[548.9456176757812 534.4422607421875 1074.31689453125 1011.5765991210938],[717.37744140625 812.34228515625 884.1058349609375 885.3427734375],0.6753824949264526,Invalid plate structure,0.2533590818871418
574,20,[510.85638427734375 520.3635864257812 1043.6348876953125 1003.1982421875],[679.3945922851562 804.09521484375 853.65966796875 880.8380126953125],0.7098912000656128,Invalid plate structure,0.5830510329658599
575,20,[473.77166748046875 507.31915283203125 1007.1112060546875 989.9534912109375],[652.268310546875 799.4441528320312 824.8695068359375 872.1597290039062],0.7086936235427856,Invalid plate structure,0.5514978674687104
576,20,[444.0275573730469 498.3555908203125 979.14453125 983.5609130859375],[623.108642578125 793.9619750976562 793.97216796875 863.7145385742188],0.697262167930603,Invalid plate structure,0.19457995891571045
577,20,[421.2776184082031 485.142333984375 964.578125 985.6162719726562],[602.3011474609375 788.6182250976562 779.58203125 862.1178588867188],0.6892894506454468,Invalid plate structure,0.13075870916924248
578,20,[400.1619873046875 478.1529235839844 952.288330078125 984.7012939453125],[585.8644409179688 785.555908203125 763.650146484375 859.2724609375],0.6947959065437317,Invalid plate structure,0.5834891200065613
579,20,[387.67529296875 468.13714599609375 949.826904296875 987.57275390625],[575.0205688476562 786.0230712890625 758.7913818359375 856.86181640625],0.6840659976005554,Invalid plate structure,0.28646751270924276
580,20,[378.21441650390625 457.68402099609375 944.403076171875 991.1790161132812],[569.0355224609375 785.4080200195312 756.6121215820312 858.8523559570312],0.6943745017051697,Invalid plate structure,0.28075527927965327
581,20,[373.263427734375 454.2052001953125 950.4671630859375 996.1666259765625],[566.2703247070312 786.2719116210938 754.3240966796875 859.5210571289062],0.6894802451133728,Invalid plate structure,0.22455070773829647
582,20,[362.95074462890625 442.919677734375 957.1435546875 992.057861328125],[563.625244140625 784.7451782226562 758.2779541015625 860.2904663085938],0.6847982406616211,Invalid plate structure,0.19775439606160122
583,20,[357.75274658203125 434.8385925292969 987.6685180664062 997.625244140625],[563.4765014648438 781.96142578125 761.2969970703125 858.4390869140625],0.6991727948188782,Invalid plate structure,0.9999923706200207
584,20,[353.0888671875 429.5386962890625 979.12890625 994.4696044921875],[565.458251953125 783.3198852539062 764.0147705078125 859.0453491210938],0.708048939704895,Invalid plate structure,0.3740208294799114
585,20,[352.412841796875 425.2385559082031 996.6239013671875 999.830078125],[568.2442016601562 784.7807006835938 774.6209106445312 861.4282836914062],0.7060471177101135,Invalid plate structure,0.22918451768716672
586,20,[347.4584045410156 416.8764953613281 1002.2492065429688 1001.6336669921875],[569.8280639648438 786.7244873046875 780.2616577148438 865.9088134765625],0.7277487516403198,Invalid plate structure,0.35684812967429996
587,20,[347.7565612792969 409.0118408203125 1004.04931640625 1008.5868530273438],[574.022705078125 790.7543334960938 787.817626953125 871.1319580078125],0.7184100151062012,Invalid plate structure,0.19337047031974539
588,20,[344.98309326171875 407.62591552734375 1010.562255859375 1012.3427734375],[577.3121337890625 795.0825805664062 801.392578125 874.5858764648438],0.716428279876709,Invalid plate structure,0.9407208328671146
589,20,[343.8219909667969 398.3341369628906 1015.019287109375 1015.11962890625],[579.6260986328125 793.6346435546875 811.5972900390625 878.8218994140625],0.7091497182846069,Invalid plate structure,0.3730311989784241
590,20,[344.1314392089844 396.31805419921875 1019.326171875 1022.9710693359375],[590.311279296875 797.56103515625 818.172119140625 882.543701171875],0.7268921732902527,Invalid plate structure,0.9832919101705215
591,20,[344.4394226074219 392.62152099609375 1036.022705078125 1028.447998046875],[597.0743408203125 802.2951049804688 830.6936645507812 888.3021240234375],0.7326153516769409,Invalid plate structure,0.37606266861195264
592,20,[346.2828369140625 385.9415588378906 1054.4385986328125 1034.46142578125],[604.1282958984375 805.1915283203125 846.4510498046875 898.0252685546875],0.767247200012207,Invalid plate structure,0.35075938731504264
593,20,[348.94134521484375 384.34295654296875 1068.38232421875 1036.40380859375],[613.96337890625 809.9136962890625 864.0346069335938 905.5245361328125],0.7465872168540955,Invalid plate structure,0.5261404954163974
594,20,[354.1720275878906 377.6466064453125 1077.04833984375 1048.208740234375],[622.5572509765625 818.8604736328125 877.9166259765625 913.4212646484375],0.7174644470214844,Invalid plate structure,0.9975288894021475
595,20,[361.7839050292969 373.9397277832031 1079.8773193359375 1054.4688720703125],[642.5138549804688 828.4077758789062 898.56884765625 920.8324584960938],0.7223058938980103,Invalid plate structure,0.24512280700547437
596,20,[367.66552734375 371.4750671386719 1080.0 1072.9749755859375],[657.7679443359375 836.2408447265625 920.5662231445312 932.8857421875],0.712030827999115,Invalid plate structure,0.32121045500018275
597,20,[379.5163879394531 366.8025817871094 1080.0 1083.56201171875],[676.5496826171875 846.7412109375 947.1417236328125 946.720458984375],0.744143009185791,Invalid plate structure,0.08928463705166363
598,20,[388.8052978515625 370.1699523925781 1080.0 1095.1163330078125],[696.3272094726562 856.22216796875 971.9067993164062 961.7525634765625],0.7425103783607483,Invalid plate structure,0.16017259294620137
599,20,[397.70526123046875 368.92877197265625 1080.0 1103.495849609375],[722.2041015625 869.8402099609375 1000.397705078125 980.135498046875],0.7649368643760681,Invalid plate structure,0.20454880843890358
600,20,[408.84185791015625 365.7114562988281 1080.0 1121.399658203125],[741.9472045898438 877.6444702148438 1034.762939453125 992.3519897460938],0.7528155446052551,Invalid plate structure,0.40033873898334904
601,20,[424.38299560546875 365.0921630859375 1080.0 1128.9501953125],[772.9176635742188 890.9456176757812 1057.77197265625 1009.3231201171875],0.751334011554718,Invalid plate structure,0.4364023974914716
603,20,[455.173828125 367.2549133300781 1080.0 1150.3076171875],[835.7847290039062 926.1121215820312 1075.79931640625 1033.529052734375],0.7307727336883545,Invalid plate structure,0.15078060542492858
700,16,[534.2257080078125 491.865966796875 1080.0 1355.512451171875],[690.9625854492188 689.3867797851562 808.1793823242188 830.7169189453125],0.2996017336845398,Invalid plate structure,0.2926492154826157
701,16,[541.651611328125 507.8631591796875 1080.0 1375.71240234375],[705.9287719726562 706.3898315429688 817.8720703125 832.1451416015625],0.4280232787132263,Invalid plate structure,0.16923639200037144
702,16,[550.1348266601562 529.9224853515625 1080.0 1402.49365234375],[698.0101318359375 688.5318603515625 845.6180419921875 874.3463745117188],0.35977810621261597,Invalid plate structure,0.4194556997580925
703,16,[560.1168212890625 533.7859497070312 1080.0 1424.421630859375],[711.20654296875 697.231689453125 866.101318359375 885.138671875],0.5304048657417297,Invalid plate structure,0.30412183604363463
704,16,[569.5814208984375 532.314697265625 1080.0 1441.29931640625],[714.8380126953125 701.8189086914062 867.9138793945312 888.5275268554688],0.4390564560890198,Invalid plate structure,0.42966258328334916
705,16,[575.246826171875 541.3402709960938 1080.0 1480.0133056640625],[732.0796508789062 716.1015014648438 897.3121948242188 918.1122436523438],0.5375447273254395,Invalid plate structure,0.39788962639955017
707,16,[588.569091796875 570.9786376953125 1080.0 1522.228759765625],[760.623779296875 742.587158203125 936.533935546875 965.584716796875],0.542036235332489,Invalid plate structure,0.356662548716713
708,16,[595.6441040039062 406.94476318359375 1080.0 1555.3524169921875],[781.6190185546875 758.7609252929688 950.98388671875 974.8751220703125],0.4958830773830414,Invalid plate structure,0.3289758591623837
709,16,[605.7650146484375 395.20513916015625 1080.0 1574.84716796875],[780.2510986328125 763.2203369140625 964.6156005859375 1006.7015380859375],0.2568449079990387,Invalid plate structure,0.18872186666527568
710,16,[612.7769775390625 386.7301025390625 1080.0 1600.2919921875],[804.2627563476562 774.9925537109375 981.7538452148438 1019.944091796875],0.3697865605354309,Invalid plate structure,0.29188687548435155
712,16,[635.570556640625 370.77276611328125 1080.0 1574.16650390625],[834.8948364257812 821.250732421875 1018.1295776367188 1055.8685302734375],0.30305296182632446,Invalid plate structure,0.3568349284121588
752,16,[487.07757568359375 386.5838623046875 1080.0 1752.766357421875],[641.2747802734375 777.6194458007812 751.020263671875 947.640380859375],0.28003397583961487,Invalid plate structure,0.3056066870583187
755,16,[487.07757568359375 386.5838623046875 1080.0 1752.766357421875],[675.7781982421875 809.9749145507812 793.5369873046875 993.1591186523438],0.29857414960861206,Invalid plate structure,0.13321006121792411
758,16,[487.07757568359375 386.5838623046875 1080.0 1752.766357421875],[729.708740234375 891.9180908203125 855.0799560546875 1077.99462890625],0.376161128282547,Invalid plate structure,0.33667189949713716
761,28,[358.1606140136719 313.92938232421875 1080.0 1416.5283203125],[430.5766296386719 505.6983947753906 547.4844970703125 674.215087890625],0.4055112600326538,Invalid plate structure,0.7350076163656674
762,28,[358.1606140136719 313.92938232421875 1080.0 1416.5283203125],[445.55780029296875 514.6869506835938 554.1133422851562 678.993896484375],0.2856371998786926,Invalid plate structure,0.8765887864544908
763,28,[358.1606140136719 313.92938232421875 1080.0 1416.5283203125],[456.702392578125 540.6781005859375 557.9412231445312 686.9725341796875],0.29408329725265503,Invalid plate structure,0.4337719818452115
764,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[447.33319091796875 533.0604858398438 566.9365844726562 695.4169921875],0.2619067132472992,Invalid plate structure,0.29015946487718125
767,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[473.13385009765625 558.5963134765625 592.8152465820312 730.3358154296875],0.29860061407089233,Invalid plate structure,0.40397216916120726
770,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[505.10028076171875 611.1860961914062 623.4698486328125 794.28076171875],0.3002428114414215,Invalid plate structure,0.44088749689768747
774,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[539.0499267578125 663.447265625 659.6987915039062 854.0054931640625],0.4712027609348297,Invalid plate structure,0.20140148239037448
776,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[581.7024536132812 715.94873046875 696.7069702148438 898.649658203125],0.27432572841644287,Invalid plate structure,0.6083766167980151
777,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[588.9290771484375 718.6495971679688 707.211181640625 921.3638305664062],0.2522539794445038,Invalid plate structure,0.23289249429593895
779,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[585.39501953125 743.6143798828125 717.0037231445312 932.0066528320312],0.6420320868492126,Invalid plate structure,0.773221107881966
780,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[598.0777587890625 754.4115600585938 734.5988159179688 964.8506469726562],0.625430703163147,Invalid plate structure,0.5113598978328469
781,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[607.8367309570312 776.63671875 719.861572265625 935.4378662109375],0.2774960994720459,Invalid plate structure,0.5934958448354024
782,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[619.4987182617188 805.8370971679688 756.5509643554688 1011.3872680664062],0.3259585201740265,Invalid plate structure,0.7077076838983345
783,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[632.53466796875 808.6058349609375 761.8580322265625 1018.00048828125],0.5939874649047852,Invalid plate structure,0.6913301903837556
784,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[645.2433471679688 857.401611328125 773.8480224609375 1035.73046875],0.46812379360198975,Invalid plate structure,0.30810043627491623
785,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[632.2213134765625 843.583984375 768.9573974609375 1008.543212890625],0.29767078161239624,Invalid plate structure,0.13531005279541208
786,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[704.1077880859375 891.5169067382812 805.5965576171875 1088.896240234375],0.2869754731655121,Invalid plate structure,0.1891699090411061
787,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[662.5322875976562 877.8319702148438 816.031494140625 1111.7294921875],0.6091132760047913,Invalid plate structure,0.33771294049080325
788,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[698.9035034179688 928.598876953125 833.400146484375 1138.352783203125],0.6396569013595581,Invalid plate structure,0.18248446791961764
789,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[703.654296875 944.8824462890625 817.6156005859375 1099.2410888671875],0.31550833582878113,Invalid plate structure,0.13832075442793723
790,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[720.774658203125 975.0108642578125 850.4998168945312 1192.2305908203125],0.5518709421157837,Invalid plate structure,0.6951036957470933
791,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[710.5045166015625 999.2503051757812 843.4004516601562 1181.85400390625],0.27711692452430725,Invalid plate structure,0.2259066470688964
792,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[743.0330810546875 1041.33984375 873.9703369140625 1260.9920654296875],0.5861291885375977,Invalid plate structure,0.8144486449651964
793,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[771.6971435546875 1091.5916748046875 898.318603515625 1298.171630859375],0.43386760354042053,Invalid plate structure,0.2867158745730194
794,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[813.8470458984375 1153.4349365234375 927.3885498046875 1366.7689208984375],0.26316115260124207,Invalid plate structure,0.8707135135065904
795,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[798.4259033203125 1144.9683837890625 925.494140625 1351.7728271484375],0.6161723732948303,Invalid plate structure,0.3964473340640815
796,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[809.833984375 1162.545654296875 930.6343994140625 1361.626708984375],0.31806880235671997,Invalid plate structure,0.5164079400561263
797,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[813.2202758789062 1187.2137451171875 946.8872680664062 1419.14990234375],0.3790873885154724,Invalid plate structure,0.41876683873107723
798,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[829.6614990234375 1237.896240234375 955.2392578125 1441.289794921875],0.2951829135417938,Invalid plate structure,0.41122413182828055
799,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[833.8027954101562 1260.75 972.6524047851562 1485.303955078125],0.49427056312561035,Invalid plate structure,0.3563925638100649
800,28,[384.5285339355469 347.3460388183594 1080.0 1521.4864501953125],[847.02685546875 1294.3626708984375 989.701904296875 1520.31884765625],0.4216948449611664,Invalid plate structure,0.2388277215057002
801,31,[726.4312744140625 1008.0684814453125 1080.0 1712.9901123046875],[873.4149169921875 1345.7216796875 1022.0657958984375 1573.8896484375],0.2876882553100586,Invalid plate structure,0.07488612784364168
802,31,[690.91552734375 1030.581787109375 1080.0 1735.96484375],[879.5478515625 1364.6495361328125 1041.068115234375 1595.266845703125],0.3069669306278229,Invalid plate structure,0.5218212998090657
803,28,[225.67483520507812 233.8264617919922 1080.0 1678.599609375],[878.3863525390625 1374.8045654296875 1072.329833984375 1636.8460693359375],0.39571690559387207,Invalid plate structure,0.19771531370495055
806,28,[237.69525146484375 321.11151123046875 1080.0 1793.7255859375],[428.9555969238281 456.2707214355469 635.9035034179688 707.4769287109375],0.29376375675201416,Invalid plate structure,0.33945817821410174
810,28,[259.4350891113281 402.6573486328125 1080.0 1835.46484375],[480.435791015625 556.687255859375 665.1756591796875 826.26513671875],0.2856762111186981,Invalid plate structure,0.9616490195667324
814,28,[283.36871337890625 504.75604248046875 1080.0 1903.7197265625],[536.1746826171875 696.5421752929688 705.224609375 922.6241455078125],0.41515907645225525,Invalid plate structure,0.978166317681687
819,35,[2.0903778076171875 0.25286865234375 667.9839477539062 779.2371826171875],[3.2496557235717773 149.55947875976562 84.08946228027344 291.6707763671875],0.27265653014183044,Invalid plate structure,0.621115051370996
821,35,[0.4935150146484375 0.0 698.5184936523438 844.3679809570312],[6.950008392333984 165.81390380859375 102.25284576416016 347.66290283203125],0.2506176829338074,Invalid plate structure,0.7581396674249987
822,35,[0.3887786865234375 0.075714111328125 719.3526611328125 866.2987060546875],[9.687440872192383 183.75143432617188 125.6949234008789 368.598876953125],0.44076988101005554,Invalid plate structure,0.6189178197568914
822,28,[354.9782409667969 711.5114135742188 1080.0 1894.80419921875],[670.3985595703125 955.805419921875 860.3032836914062 1219.546142578125],0.25904443860054016,Invalid plate structure,0.30470345830559964
823,35,[0.73480224609375 24.129180908203125 747.290283203125 896.6090698242188],[20.464691162109375 210.9921112060547 142.36489868164062 401.2424011230469],0.5045784711837769,Invalid plate structure,0.5046237644993568
824,28,[354.9782409667969 711.5114135742188 1080.0 1894.80419921875],[717.7939453125 1025.601806640625 910.2557373046875 1297.07275390625],0.3795517385005951,Invalid plate structure,0.338304679525109
825,35,[0.0 46.9075927734375 778.2745971679688 950.2318725585938],[35.19536590576172 240.38658142089844 173.79171752929688 443.70703125],0.4696566164493561,Invalid plate structure,0.31491984319871236
825,28,[354.9782409667969 711.5114135742188 1080.0 1894.80419921875],[768.44970703125 1092.3231201171875 934.625244140625 1328.7265625],0.3480694890022278,Invalid plate structure,0.25703162332434104
826,35,[2.670135498046875 66.19866943359375 838.2042846679688 994.231201171875],[63.669639587402344 277.122314453125 188.57835388183594 469.19915771484375],0.4956136643886566,Invalid plate structure,0.1589831252734406
827,35,[7.280364990234375 91.156494140625 869.4644165039062 1032.0479736328125],[71.15833282470703 288.41180419921875 204.719970703125 495.2948913574219],0.5450904369354248,Invalid plate structure,0.6521608018820189
827,28,[354.9782409667969 711.5114135742188 1080.0 1894.80419921875],[806.16650390625 1123.924560546875 1008.732421875 1421.554443359375],0.29548585414886475,Invalid plate structure,0.32014961772839357
828,28,[6.73040771484375 110.04629516601562 909.6903076171875 1059.81005859375],[74.29451751708984 316.19976806640625 225.05209350585938 519.3056640625],0.5271767377853394,Invalid plate structure,0.4724213921779352
829,28,[5.556243896484375 127.39169311523438 909.8666381835938 1085.423095703125],[77.84564208984375 330.7933044433594 244.42259216308594 546.99853515625],0.5633953213691711,Invalid plate structure,0.45781584317063917
830,28,[20.90093994140625 144.301025390625 946.4811401367188 1115.788330078125],[126.13932037353516 364.5013427734375 260.13458251953125 581.626708984375],0.4353008568286896,Invalid plate structure,0.5789200423596554
830,31,[690.91552734375 1030.581787109375 1080.0 1735.96484375],[845.8020629882812 1219.527587890625 1078.511962890625 1503.8408203125],0.2959946393966675,Invalid plate structure,0.24807256869320415
831,28,[38.72808837890625 165.29104614257812 966.8856811523438 1146.7225341796875],[129.70529174804688 381.1321716308594 289.86553955078125 610.7239379882812],0.42289167642593384,Invalid plate structure,0.33754759848449467
832,28,[48.6185302734375 186.435791015625 1012.1092529296875 1161.9488525390625],[156.08583068847656 410.4393310546875 301.72296142578125 628.4716796875],0.5722430944442749,Invalid plate structure,0.3230681541035665
833,28,[58.13836669921875 204.05126953125 986.6266479492188 1194.694580078125],[169.6248321533203 430.22332763671875 326.31402587890625 664.1984252929688],0.41418686509132385,Invalid plate structure,0.5297498601323447
835,28,[96.31439208984375 249.88888549804688 1049.451171875 1259.453369140625],[203.03480529785156 504.3150329589844 369.05938720703125 717.2730712890625],0.3348428010940552,Invalid plate structure,0.29042158062389944
836,28,[114.93118286132812 279.26531982421875 993.2737426757812 1138.169921875],[241.1012420654297 528.891357421875 391.47833251953125 744.539794921875],0.6901024580001831,Invalid plate structure,0.26377656369504976
837,28,[136.64804077148438 303.2209167480469 1073.2320556640625 1382.254150390625],[243.33746337890625 551.5808715820312 423.59381103515625 782.2713623046875],0.4837348759174347,Invalid plate structure,0.3714002210723635
